dam,dir,encounter,m,y
67,s,kraken,9,1397
37,n,pirates,9,1397
100,n,unknown,9,1397
31,n,pirates,9,1397
36,n,sharks,9,1397
11,s,crabmonsters,9,1397
9,n,harpy,9,1397
41,s,sharks,9,1397
1,n,crabmonsters,9,1397
60,n,merpeople,9,1397
94,s,demon whale,9,1397
20,s,pirates,9,1397
17,s,pirates,9,1397
38,n,merpeople,9,1397
10,n,pirates,9,1397
18,s,pirates,9,1397
17,n,pirates,9,1397
93,n,crabmonsters,9,1397
13,n,harpy,9,1397
18,n,sharks,9,1397
38,s,sharks,9,1397
56,n,kraken,9,1397
49,n,kraken,9,1397
100,n,unknown,9,1397
19,n,pirates,9,1397
100,n,unknown,9,1397
25,s,pirates,9,1397
100,s,unknown,9,1397
22,n,sharks,9,1397
46,s,kraken,9,1397
38,n,sharks,9,1397
66,n,kraken,9,1397
59,n,kraken,9,1397
78,n,water elemental,9,1397
24,s,sharks,9,1397
27,s,sharks,9,1397
20,s,pirates,9,1397
32,s,pirates,9,1397
93,n,nessie,9,1397
18,n,sharks,9,1397
76,s,water elemental,9,1397
68,n,merpeople,9,1397
18,n,merpeople,9,1397
7,n,harpy,9,1397
31,s,pirates,9,1397
20,n,merpeople,9,1397
100,s,unknown,9,1397
12,s,harpy,9,1397
55,n,kraken,9,1397
18,s,sharks,9,1397
31,s,sharks,9,1397
52,n,kraken,9,1397
48,s,kraken,9,1397
15,s,sharks,9,1397
17,n,pirates,9,1397
63,n,crabmonsters,9,1397
22,s,pirates,9,1397
16,s,pirates,10,1397
100,s,unknown,10,1397
83,n,demon whale,10,1397
48,s,pirates,10,1397
95,s,merpeople,10,1397
100,s,unknown,10,1397
24,s,pirates,10,1397
17,n,pirates,10,1397
89,n,nessie,10,1397
100,s,unknown,10,1397
17,n,harpy,10,1397
30,s,sharks,10,1397
43,n,pirates,10,1397
100,s,unknown,10,1397
29,n,pirates,10,1397
15,s,harpy,10,1397
18,s,pirates,10,1397
15,n,pirates,10,1397
58,s,kraken,10,1397
51,s,kraken,10,1397
20,n,sharks,10,1397
26,s,sharks,10,1397
27,n,pirates,10,1397
29,n,crabmonsters,10,1397
61,n,kraken,10,1397
17,n,pirates,10,1397
77,s,nessie,10,1397
11,s,harpy,10,1397
41,s,sharks,10,1397
82,s,water elemental,10,1397
19,n,merpeople,10,1397
100,s,unknown,10,1397
76,s,water elemental,10,1397
15,n,pirates,10,1397
31,n,pirates,10,1397
34,n,pirates,10,1397
45,s,merpeople,10,1397
20,s,pirates,10,1397
36,n,pirates,10,1397
15,n,harpy,10,1397
19,s,sharks,10,1397
32,n,pirates,10,1397
75,n,merpeople,10,1397
100,s,unknown,10,1397
38,n,pirates,10,1397
37,n,sharks,10,1397
100,s,unknown,10,1397
61,n,kraken,10,1397
44,n,pirates,10,1397
100,n,unknown,10,1397
44,n,kraken,10,1397
100,s,unknown,10,1397
69,s,kraken,10,1397
21,n,harpy,10,1397
77,s,water elemental,10,1397
45,n,kraken,10,1397
74,s,water elemental,10,1397
37,s,sharks,10,1397
65,n,crabmonsters,10,1397
100,s,unknown,10,1397
92,s,nessie,10,1397
51,n,kraken,10,1397
41,n,merpeople,10,1397
100,s,unknown,10,1397
22,s,sharks,10,1397
17,s,sharks,10,1397
55,s,merpeople,10,1397
100,s,unknown,10,1397
29,n,sharks,10,1397
58,n,crabmonsters,10,1397
21,n,pirates,10,1397
47,n,crabmonsters,10,1397
59,n,merpeople,10,1397
43,s,sharks,10,1397
50,s,merpeople,10,1397
100,s,unknown,10,1397
19,s,pirates,10,1397
100,s,unknown,10,1397
19,n,pirates,10,1397
11,s,pirates,10,1397
70,s,merpeople,10,1397
57,s,kraken,10,1397
60,s,merpeople,10,1397
74,s,water elemental,10,1397
16,n,pirates,10,1397
58,s,merpeople,10,1397
57,s,kraken,10,1397
100,n,unknown,10,1397
11,s,sharks,10,1397
34,n,sharks,10,1397
51,n,kraken,10,1397
74,n,water elemental,10,1397
74,n,water elemental,10,1397
16,s,pirates,10,1397
84,s,water elemental,10,1397
87,s,nessie,10,1397
100,n,unknown,10,1397
19,s,harpy,10,1397
88,n,nessie,10,1397
67,s,kraken,10,1397
94,s,merpeople,10,1397
27,s,merpeople,10,1397
51,s,pirates,10,1397
3,s,sharks,10,1397
36,s,crabmonsters,10,1397
66,n,merpeople,10,1397
42,n,pirates,10,1397
38,n,pirates,10,1397
12,n,pirates,10,1397
84,n,water elemental,10,1397
56,n,merpeople,10,1397
50,s,kraken,10,1397
36,s,pirates,10,1397
74,n,water elemental,10,1397
79,s,merpeople,10,1397
79,n,water elemental,10,1397
99,n,demon whale,10,1397
61,s,kraken,10,1397
89,n,demon whale,10,1397
40,n,pirates,10,1397
12,n,sharks,10,1397
79,s,water elemental,10,1397
59,n,kraken,10,1397
76,s,water elemental,10,1397
26,s,merpeople,10,1397
32,n,pirates,10,1397
18,s,sharks,10,1397
84,s,nessie,10,1397
64,n,kraken,10,1397
100,n,unknown,10,1397
28,n,sharks,10,1397
18,s,pirates,10,1397
19,n,pirates,10,1397
76,s,water elemental,10,1397
14,s,crabmonsters,10,1397
25,n,sharks,10,1397
19,s,harpy,10,1397
21,s,pirates,10,1397
100,n,unknown,10,1397
59,n,merpeople,10,1397
79,n,water elemental,10,1397
34,n,pirates,10,1397
29,s,pirates,10,1397
16,n,harpy,10,1397
28,n,merpeople,10,1397
30,n,pirates,10,1397
23,n,sharks,10,1397
20,n,pirates,10,1397
31,s,sharks,10,1397
19,n,pirates,10,1397
49,s,pirates,10,1397
22,n,pirates,10,1397
25,s,sharks,10,1397
100,n,unknown,10,1397
21,n,pirates,10,1397
70,s,kraken,10,1397
23,n,sharks,10,1397
53,s,pirates,10,1397
14,s,pirates,10,1397
26,s,pirates,10,1397
69,s,merpeople,10,1397
84,s,water elemental,10,1397
78,s,demon whale,10,1397
100,n,unknown,10,1397
28,s,crabmonsters,10,1397
41,n,pirates,10,1397
54,s,kraken,10,1397
46,s,kraken,10,1397
63,n,merpeople,10,1397
100,n,unknown,10,1397
58,n,kraken,10,1397
100,s,unknown,10,1397
28,n,merpeople,10,1397
46,n,pirates,10,1397
34,s,sharks,10,1397
48,s,merpeople,10,1397
25,s,pirates,10,1397
32,n,merpeople,10,1397
82,n,water elemental,10,1397
16,s,merpeople,10,1397
50,s,pirates,10,1397
12,n,harpy,10,1397
72,n,crabmonsters,11,1397
43,s,pirates,11,1397
59,n,merpeople,11,1397
60,n,kraken,11,1397
88,s,nessie,11,1397
15,n,pirates,11,1397
8,n,pirates,11,1397
55,s,kraken,11,1397
1,s,crabmonsters,11,1397
10,n,sharks,11,1397
63,n,kraken,11,1397
100,n,unknown,11,1397
28,s,sharks,11,1397
12,n,pirates,11,1397
83,n,water elemental,11,1397
43,n,pirates,11,1397
27,n,sharks,11,1397
42,n,merpeople,11,1397
62,s,kraken,11,1397
27,n,pirates,11,1397
13,n,pirates,11,1397
36,n,pirates,11,1397
18,n,sharks,11,1397
23,s,pirates,11,1397
84,s,water elemental,11,1397
100,s,unknown,11,1397
75,n,water elemental,11,1397
19,n,pirates,11,1397
82,s,water elemental,11,1397
43,s,merpeople,11,1397
17,s,pirates,11,1397
100,n,unknown,11,1397
100,s,unknown,11,1397
40,n,pirates,11,1397
85,n,water elemental,11,1397
34,n,merpeople,11,1397
57,n,kraken,11,1397
44,n,kraken,11,1397
85,n,water elemental,11,1397
52,s,kraken,11,1397
31,s,pirates,11,1397
14,s,sharks,11,1397
37,n,kraken,11,1397
43,n,crabmonsters,11,1397
17,s,harpy,11,1397
39,n,sharks,11,1397
75,s,water elemental,11,1397
50,n,kraken,11,1397
50,s,pirates,11,1397
98,s,demon whale,11,1397
81,n,water elemental,11,1397
7,s,merpeople,11,1397
12,n,harpy,11,1397
59,s,kraken,11,1397
87,n,nessie,11,1397
13,n,pirates,11,1397
81,s,water elemental,11,1397
63,n,kraken,11,1397
100,s,unknown,11,1397
10,n,harpy,11,1397
52,s,merpeople,11,1397
31,n,pirates,11,1397
78,s,water elemental,11,1397
17,s,harpy,11,1397
33,n,merpeople,11,1397
100,s,unknown,11,1397
55,s,kraken,11,1397
90,n,merpeople,11,1397
9,n,harpy,11,1397
100,n,unknown,11,1397
80,n,merpeople,11,1397
41,n,pirates,11,1397
100,s,unknown,11,1397
11,s,harpy,11,1397
28,s,sharks,11,1397
56,s,kraken,11,1397
87,n,demon whale,11,1397
35,s,pirates,11,1397
48,n,merpeople,11,1397
35,n,merpeople,11,1397
26,n,sharks,11,1397
52,s,merpeople,11,1397
35,n,sharks,11,1397
60,n,kraken,11,1397
10,s,sharks,11,1397
13,n,pirates,11,1397
69,s,crabmonsters,11,1397
34,n,pirates,11,1397
36,s,pirates,11,1397
89,n,nessie,11,1397
52,s,kraken,11,1397
63,s,crabmonsters,11,1397
100,s,unknown,11,1397
55,s,kraken,11,1397
50,s,merpeople,11,1397
63,n,merpeople,11,1397
23,s,pirates,11,1397
19,s,sharks,11,1397
17,n,pirates,11,1397
93,n,crabmonsters,11,1397
18,s,pirates,11,1397
11,s,harpy,11,1397
13,s,pirates,11,1397
22,n,pirates,11,1397
16,n,sharks,11,1397
100,n,unknown,11,1397
14,s,sharks,11,1397
19,s,sharks,11,1397
100,n,unknown,11,1397
42,n,pirates,11,1397
77,s,water elemental,11,1397
39,n,crabmonsters,11,1397
100,n,unknown,11,1397
9,n,harpy,11,1397
37,s,merpeople,11,1397
26,n,sharks,11,1397
17,n,sharks,11,1397
52,s,pirates,11,1397
28,n,pirates,11,1397
100,s,unknown,11,1397
8,n,sharks,11,1397
48,s,pirates,11,1397
64,n,merpeople,11,1397
26,s,merpeople,11,1397
85,n,water elemental,11,1397
27,s,sharks,11,1397
77,n,water elemental,11,1397
78,n,water elemental,11,1397
22,n,sharks,11,1397
21,s,pirates,11,1397
37,s,pirates,11,1397
41,s,pirates,11,1397
27,n,merpeople,11,1397
14,n,harpy,11,1397
88,s,nessie,11,1397
46,s,merpeople,11,1397
100,n,unknown,11,1397
45,n,pirates,11,1397
100,n,unknown,11,1397
100,n,unknown,11,1397
100,s,unknown,11,1397
28,n,sharks,11,1397
55,s,kraken,11,1397
14,s,pirates,11,1397
100,n,unknown,11,1397
18,s,pirates,11,1397
83,s,water elemental,11,1397
17,n,pirates,11,1397
100,s,unknown,11,1397
47,n,pirates,11,1397
24,n,pirates,11,1397
100,s,unknown,11,1397
50,s,kraken,11,1397
21,s,merpeople,11,1397
18,s,harpy,11,1397
25,n,sharks,11,1397
37,s,pirates,11,1397
51,s,kraken,11,1397
40,s,pirates,11,1397
77,s,water elemental,11,1397
1,n,crabmonsters,11,1397
30,n,sharks,11,1397
27,s,merpeople,11,1397
60,s,kraken,11,1397
14,n,pirates,11,1397
38,s,sharks,11,1397
17,s,sharks,11,1397
12,n,harpy,11,1397
76,s,water elemental,11,1397
22,n,sharks,11,1397
28,n,pirates,11,1397
84,s,water elemental,11,1397
13,s,sharks,11,1397
18,n,pirates,11,1397
33,n,crabmonsters,11,1397
18,s,pirates,11,1397
64,s,kraken,11,1397
100,s,unknown,12,1397
64,s,merpeople,12,1397
100,s,unknown,12,1397
18,n,sharks,12,1397
30,s,sharks,12,1397
23,n,sharks,12,1397
12,s,harpy,12,1397
50,s,pirates,12,1397
17,s,sharks,12,1397
81,s,water elemental,12,1397
83,s,crabmonsters,12,1397
34,s,pirates,12,1397
99,n,demon whale,12,1397
43,n,kraken,12,1397
33,n,pirates,12,1397
100,s,unknown,12,1397
100,n,unknown,12,1397
48,s,pirates,12,1397
34,s,pirates,12,1397
47,n,merpeople,12,1397
100,s,unknown,12,1397
74,s,crabmonsters,12,1397
74,n,water elemental,12,1397
100,n,unknown,12,1397
59,n,merpeople,12,1397
78,n,nessie,12,1397
12,s,harpy,12,1397
11,n,pirates,12,1397
100,n,unknown,12,1397
38,n,pirates,12,1397
100,n,unknown,12,1397
39,s,pirates,12,1397
56,s,merpeople,12,1397
22,s,sharks,12,1397
31,s,sharks,12,1397
34,n,merpeople,12,1397
40,s,pirates,12,1397
8,n,harpy,12,1397
50,n,merpeople,12,1397
100,n,unknown,12,1397
83,s,nessie,12,1397
100,n,unknown,12,1397
45,n,pirates,12,1397
49,s,pirates,12,1397
86,s,merpeople,12,1397
17,s,pirates,12,1397
58,n,merpeople,12,1397
36,s,sharks,12,1397
37,n,pirates,12,1397
75,n,water elemental,12,1397
41,s,pirates,12,1397
45,s,pirates,12,1397
31,s,pirates,12,1397
93,n,demon whale,12,1397
19,s,pirates,12,1397
14,s,pirates,12,1397
32,s,sharks,12,1397
19,n,sharks,12,1397
50,s,pirates,12,1397
68,n,merpeople,12,1397
20,n,pirates,12,1397
20,n,pirates,12,1397
100,s,unknown,12,1397
14,s,harpy,12,1397
38,s,sharks,12,1397
36,s,pirates,12,1397
19,n,sharks,12,1397
100,s,unknown,12,1397
20,n,pirates,12,1397
42,n,sharks,12,1397
33,n,pirates,12,1397
26,s,pirates,12,1397
100,n,unknown,12,1397
15,n,sharks,12,1397
34,s,sharks,12,1397
33,s,pirates,12,1397
83,s,demon whale,12,1397
78,n,merpeople,12,1397
31,s,pirates,12,1397
16,s,pirates,12,1397
42,s,pirates,12,1397
100,n,unknown,12,1397
18,s,pirates,12,1397
31,s,crabmonsters,12,1397
31,s,pirates,12,1397
58,n,merpeople,12,1397
23,n,pirates,12,1397
42,s,pirates,12,1397
46,n,pirates,12,1397
12,s,sharks,12,1397
44,s,pirates,12,1397
24,n,sharks,12,1397
55,n,kraken,12,1397
11,n,pirates,12,1397
15,s,sharks,12,1397
29,s,sharks,12,1397
27,s,sharks,12,1397
74,n,water elemental,12,1397
20,n,sharks,12,1397
74,s,water elemental,12,1397
48,s,merpeople,12,1397
35,n,pirates,12,1397
80,s,water elemental,12,1397
20,s,sharks,12,1397
40,n,crabmonsters,12,1397
24,n,pirates,12,1397
84,n,water elemental,12,1397
24,n,sharks,12,1397
35,s,sharks,12,1397
50,s,merpeople,12,1397
29,n,sharks,12,1397
23,n,sharks,12,1397
66,s,merpeople,12,1397
45,s,kraken,12,1397
47,n,kraken,12,1397
100,s,unknown,12,1397
40,s,pirates,12,1397
80,s,water elemental,12,1397
38,n,sharks,12,1397
50,s,merpeople,12,1397
12,n,sharks,12,1397
74,n,nessie,12,1397
13,s,pirates,12,1397
47,n,merpeople,12,1397
13,s,pirates,12,1397
35,n,pirates,12,1397
4,s,harpy,12,1397
22,s,pirates,12,1397
72,n,nessie,12,1397
54,s,merpeople,12,1397
43,n,pirates,12,1397
49,s,kraken,12,1397
14,n,harpy,12,1397
74,n,water elemental,12,1397
25,s,pirates,12,1397
11,n,harpy,12,1397
28,n,pirates,12,1397
100,n,unknown,12,1397
7,n,harpy,12,1397
32,n,sharks,12,1397
24,n,pirates,12,1397
100,s,unknown,12,1397
12,s,harpy,12,1397
50,s,pirates,12,1397
13,n,pirates,12,1397
32,n,merpeople,12,1397
100,n,unknown,12,1397
59,s,kraken,12,1397
17,n,pirates,12,1397
85,s,water elemental,12,1397
78,s,water elemental,12,1397
19,n,harpy,12,1397
100,s,unknown,12,1397
15,n,pirates,12,1397
66,s,kraken,12,1397
84,s,water elemental,12,1397
20,n,pirates,12,1397
32,n,pirates,12,1397
56,s,pirates,12,1397
100,n,unknown,12,1397
17,n,pirates,12,1397
24,s,pirates,12,1397
39,s,sharks,12,1397
23,n,pirates,12,1397
79,s,nessie,12,1397
83,n,water elemental,12,1397
15,s,pirates,12,1397
100,n,unknown,12,1397
73,n,nessie,12,1397
90,n,nessie,12,1397
53,n,merpeople,12,1397
100,n,unknown,12,1397
43,s,sharks,12,1397
19,s,harpy,12,1397
74,n,water elemental,12,1397
32,n,sharks,12,1397
20,s,sharks,12,1397
11,s,sharks,12,1397
14,s,sharks,12,1397
89,s,nessie,12,1397
59,s,merpeople,12,1397
35,n,pirates,1,1398
68,s,kraken,1,1398
31,s,pirates,1,1398
56,s,merpeople,1,1398
18,n,merpeople,1,1398
100,n,unknown,1,1398
29,n,sharks,1,1398
60,n,kraken,1,1398
43,n,kraken,1,1398
97,s,demon whale,1,1398
40,s,merpeople,1,1398
44,n,pirates,1,1398
35,s,pirates,1,1398
39,s,crabmonsters,1,1398
59,s,kraken,1,1398
17,n,harpy,1,1398
100,n,unknown,1,1398
30,s,pirates,1,1398
24,s,merpeople,1,1398
19,n,sharks,1,1398
21,n,pirates,1,1398
60,n,kraken,1,1398
43,s,merpeople,1,1398
12,n,harpy,1,1398
100,s,unknown,1,1398
11,s,sharks,1,1398
19,n,pirates,1,1398
76,n,water elemental,1,1398
33,s,crabmonsters,1,1398
41,n,pirates,1,1398
25,s,sharks,1,1398
20,n,merpeople,1,1398
19,s,pirates,1,1398
85,n,nessie,1,1398
19,n,harpy,1,1398
28,n,sharks,1,1398
16,n,pirates,1,1398
50,s,kraken,1,1398
38,s,pirates,1,1398
64,s,merpeople,1,1398
95,n,nessie,1,1398
26,n,merpeople,1,1398
78,n,water elemental,1,1398
11,s,pirates,1,1398
77,n,water elemental,1,1398
23,s,pirates,1,1398
100,n,unknown,1,1398
15,s,pirates,1,1398
37,n,pirates,1,1398
9,n,pirates,1,1398
42,s,pirates,1,1398
7,n,harpy,1,1398
37,n,sharks,1,1398
91,s,nessie,1,1398
39,s,pirates,1,1398
32,s,pirates,1,1398
79,s,water elemental,1,1398
10,s,harpy,1,1398
16,n,pirates,1,1398
49,n,pirates,1,1398
17,s,pirates,1,1398
21,s,pirates,1,1398
44,n,merpeople,1,1398
44,n,kraken,1,1398
49,s,kraken,1,1398
78,s,water elemental,1,1398
25,s,pirates,1,1398
24,n,sharks,1,1398
31,n,sharks,1,1398
55,s,kraken,1,1398
52,s,kraken,1,1398
100,n,unknown,1,1398
100,n,unknown,1,1398
43,s,sharks,1,1398
41,n,kraken,1,1398
43,s,pirates,1,1398
100,s,unknown,1,1398
48,n,crabmonsters,1,1398
57,n,merpeople,1,1398
66,n,kraken,1,1398
42,s,pirates,1,1398
100,n,unknown,1,1398
100,n,unknown,1,1398
45,s,pirates,1,1398
74,n,water elemental,1,1398
15,n,pirates,1,1398
47,n,kraken,1,1398
20,n,sharks,1,1398
32,s,sharks,1,1398
29,s,sharks,1,1398
24,n,pirates,1,1398
47,s,merpeople,1,1398
89,n,nessie,1,1398
27,s,sharks,1,1398
20,n,sharks,1,1398
60,s,merpeople,1,1398
71,n,nessie,1,1398
47,n,kraken,1,1398
17,n,pirates,1,1398
25,n,sharks,1,1398
19,s,pirates,1,1398
19,s,pirates,1,1398
25,s,merpeople,1,1398
27,s,crabmonsters,1,1398
82,s,nessie,1,1398
59,s,kraken,1,1398
78,s,nessie,1,1398
17,n,pirates,1,1398
47,s,merpeople,1,1398
46,n,kraken,1,1398
30,s,merpeople,1,1398
34,n,pirates,1,1398
18,n,harpy,1,1398
82,n,water elemental,1,1398
69,n,kraken,1,1398
55,n,merpeople,1,1398
3,n,crabmonsters,1,1398
39,n,merpeople,1,1398
28,n,sharks,1,1398
18,n,harpy,1,1398
31,s,pirates,1,1398
78,s,water elemental,1,1398
28,s,sharks,1,1398
42,s,kraken,1,1398
85,n,water elemental,1,1398
100,n,unknown,1,1398
100,s,unknown,1,1398
22,s,merpeople,1,1398
29,s,crabmonsters,1,1398
22,n,pirates,1,1398
37,n,pirates,1,1398
38,n,crabmonsters,1,1398
44,n,pirates,1,1398
19,n,sharks,1,1398
82,n,nessie,1,1398
16,s,harpy,1,1398
99,n,demon whale,1,1398
29,n,sharks,1,1398
38,n,sharks,1,1398
55,n,kraken,1,1398
58,n,kraken,1,1398
59,n,pirates,1,1398
26,s,pirates,1,1398
19,n,crabmonsters,1,1398
35,s,pirates,1,1398
38,n,sharks,1,1398
27,s,pirates,1,1398
48,s,pirates,1,1398
24,s,sharks,1,1398
88,n,demon whale,1,1398
22,n,sharks,1,1398
23,n,sharks,1,1398
22,n,pirates,1,1398
14,s,pirates,1,1398
19,n,sharks,1,1398
100,n,unknown,1,1398
58,n,merpeople,1,1398
21,s,merpeople,1,1398
21,s,harpy,1,1398
59,s,merpeople,1,1398
27,s,merpeople,1,1398
40,n,pirates,1,1398
17,n,sharks,1,1398
23,n,pirates,1,1398
61,s,merpeople,1,1398
100,s,unknown,1,1398
48,s,pirates,1,1398
37,n,sharks,1,1398
81,n,water elemental,1,1398
19,n,harpy,1,1398
22,n,pirates,1,1398
8,s,harpy,1,1398
14,s,pirates,1,1398
16,s,pirates,1,1398
35,n,sharks,1,1398
22,s,sharks,1,1398
24,n,sharks,1,1398
36,n,pirates,1,1398
24,s,merpeople,1,1398
31,s,sharks,1,1398
8,n,pirates,1,1398
17,n,harpy,1,1398
60,s,kraken,2,1398
71,s,crabmonsters,2,1398
61,n,merpeople,2,1398
12,n,pirates,2,1398
17,n,pirates,2,1398
43,s,kraken,2,1398
32,n,sharks,2,1398
49,s,crabmonsters,2,1398
32,n,crabmonsters,2,1398
31,n,pirates,2,1398
16,n,harpy,2,1398
42,s,pirates,2,1398
23,n,pirates,2,1398
52,n,pirates,2,1398
28,s,pirates,2,1398
13,n,pirates,2,1398
100,s,unknown,2,1398
19,n,pirates,2,1398
71,n,kraken,2,1398
43,s,merpeople,2,1398
100,n,unknown,2,1398
46,s,kraken,2,1398
53,n,kraken,2,1398
88,s,nessie,2,1398
10,s,pirates,2,1398
27,n,pirates,2,1398
16,s,pirates,2,1398
18,n,sharks,2,1398
16,s,harpy,2,1398
48,n,pirates,2,1398
37,n,pirates,2,1398
64,n,kraken,2,1398
24,s,merpeople,2,1398
34,n,merpeople,2,1398
34,n,pirates,2,1398
35,n,pirates,2,1398
74,n,water elemental,2,1398
25,n,sharks,2,1398
84,n,water elemental,2,1398
35,s,pirates,2,1398
49,n,pirates,2,1398
20,n,pirates,2,1398
75,n,water elemental,2,1398
75,s,water elemental,2,1398
56,s,kraken,2,1398
55,n,pirates,2,1398
18,n,sharks,2,1398
89,s,nessie,2,1398
42,s,pirates,2,1398
82,s,nessie,2,1398
23,n,sharks,2,1398
30,s,pirates,2,1398
84,n,water elemental,2,1398
49,s,pirates,2,1398
52,s,merpeople,2,1398
12,n,pirates,2,1398
74,n,water elemental,2,1398
43,n,pirates,2,1398
21,n,pirates,2,1398
49,n,merpeople,2,1398
21,n,merpeople,2,1398
23,s,pirates,2,1398
100,s,unknown,2,1398
15,s,pirates,2,1398
27,s,pirates,2,1398
59,n,kraken,2,1398
32,n,kraken,2,1398
83,n,water elemental,2,1398
100,s,unknown,2,1398
32,n,pirates,2,1398
34,n,pirates,2,1398
26,n,pirates,2,1398
70,s,kraken,2,1398
14,s,sharks,2,1398
100,n,unknown,2,1398
38,s,pirates,2,1398
57,s,merpeople,2,1398
82,n,water elemental,2,1398
18,s,pirates,2,1398
85,s,water elemental,2,1398
83,n,water elemental,2,1398
6,s,harpy,2,1398
16,s,sharks,2,1398
39,s,pirates,2,1398
16,n,crabmonsters,2,1398
15,n,pirates,2,1398
15,s,crabmonsters,2,1398
100,s,unknown,2,1398
21,n,pirates,2,1398
32,s,sharks,2,1398
41,n,sharks,2,1398
25,s,pirates,2,1398
22,s,pirates,2,1398
20,n,pirates,2,1398
84,s,water elemental,2,1398
47,n,pirates,2,1398
32,n,pirates,2,1398
100,s,unknown,2,1398
30,s,pirates,2,1398
76,s,water elemental,2,1398
13,n,sharks,2,1398
36,n,pirates,2,1398
75,s,water elemental,2,1398
17,n,pirates,2,1398
46,s,kraken,2,1398
11,s,harpy,2,1398
29,s,pirates,2,1398
50,n,pirates,2,1398
86,n,nessie,2,1398
15,s,sharks,2,1398
64,s,pirates,2,1398
25,s,sharks,2,1398
20,s,pirates,2,1398
54,s,kraken,2,1398
100,n,unknown,2,1398
24,n,sharks,2,1398
48,s,merpeople,2,1398
77,n,water elemental,2,1398
20,s,sharks,2,1398
50,s,pirates,2,1398
34,n,pirates,2,1398
72,s,merpeople,2,1398
100,n,unknown,2,1398
18,n,harpy,2,1398
65,s,merpeople,2,1398
16,s,sharks,2,1398
18,s,sharks,2,1398
77,s,water elemental,2,1398
7,s,sharks,2,1398
55,n,merpeople,2,1398
83,n,crabmonsters,2,1398
60,s,kraken,2,1398
18,n,pirates,2,1398
100,n,unknown,2,1398
27,s,pirates,2,1398
8,s,harpy,2,1398
20,n,sharks,2,1398
54,n,kraken,2,1398
76,n,water elemental,2,1398
30,s,pirates,2,1398
52,s,pirates,2,1398
16,n,crabmonsters,2,1398
100,s,unknown,2,1398
100,s,unknown,2,1398
77,s,nessie,2,1398
22,s,pirates,2,1398
20,n,pirates,2,1398
32,s,pirates,2,1398
59,s,merpeople,2,1398
62,n,kraken,2,1398
13,n,sharks,2,1398
29,n,sharks,2,1398
23,s,merpeople,2,1398
100,n,unknown,2,1398
47,n,pirates,2,1398
32,n,pirates,2,1398
45,n,pirates,2,1398
15,s,pirates,2,1398
8,s,pirates,2,1398
18,n,sharks,2,1398
55,n,merpeople,2,1398
100,s,unknown,2,1398
69,n,merpeople,2,1398
55,s,kraken,2,1398
85,n,water elemental,2,1398
18,n,pirates,2,1398
49,n,pirates,2,1398
82,n,water elemental,2,1398
30,s,sharks,2,1398
12,n,sharks,2,1398
12,n,harpy,2,1398
20,s,pirates,2,1398
100,s,unknown,2,1398
58,n,merpeople,2,1398
32,s,sharks,2,1398
53,n,pirates,2,1398
17,n,merpeople,2,1398
36,s,pirates,2,1398
30,n,sharks,2,1398
20,n,pirates,2,1398
100,n,unknown,3,1398
27,n,pirates,3,1398
26,s,pirates,3,1398
81,n,demon whale,3,1398
100,s,unknown,3,1398
14,n,pirates,3,1398
9,s,sharks,3,1398
19,s,harpy,3,1398
74,n,nessie,3,1398
47,s,pirates,3,1398
39,n,pirates,3,1398
36,n,crabmonsters,3,1398
58,s,kraken,3,1398
34,s,kraken,3,1398
49,n,pirates,3,1398
74,n,water elemental,3,1398
41,n,crabmonsters,3,1398
23,s,pirates,3,1398
21,s,merpeople,3,1398
51,s,kraken,3,1398
65,s,merpeople,3,1398
21,s,sharks,3,1398
17,s,pirates,3,1398
16,s,crabmonsters,3,1398
22,s,sharks,3,1398
61,s,kraken,3,1398
58,n,kraken,3,1398
82,n,water elemental,3,1398
16,s,harpy,3,1398
36,n,pirates,3,1398
17,s,harpy,3,1398
17,n,pirates,3,1398
26,s,pirates,3,1398
30,s,pirates,3,1398
100,n,unknown,3,1398
41,s,sharks,3,1398
30,s,sharks,3,1398
20,s,harpy,3,1398
17,s,harpy,3,1398
37,n,pirates,3,1398
100,n,unknown,3,1398
46,s,merpeople,3,1398
29,s,pirates,3,1398
14,n,harpy,3,1398
81,n,water elemental,3,1398
100,s,unknown,3,1398
25,n,pirates,3,1398
100,n,unknown,3,1398
39,n,pirates,3,1398
67,s,merpeople,3,1398
84,n,nessie,3,1398
100,n,unknown,3,1398
11,n,harpy,3,1398
17,n,pirates,3,1398
46,n,pirates,3,1398
33,n,sharks,3,1398
11,n,pirates,3,1398
85,n,water elemental,3,1398
50,s,pirates,3,1398
100,n,unknown,3,1398
19,s,pirates,3,1398
36,n,pirates,3,1398
18,s,pirates,3,1398
25,n,pirates,3,1398
79,n,water elemental,3,1398
38,s,pirates,3,1398
15,s,sharks,3,1398
59,n,kraken,3,1398
33,n,pirates,3,1398
100,n,unknown,3,1398
47,n,pirates,3,1398
88,s,merpeople,3,1398
31,s,sharks,3,1398
22,s,pirates,3,1398
100,s,unknown,3,1398
21,s,pirates,3,1398
11,n,harpy,3,1398
27,n,sharks,3,1398
28,n,sharks,3,1398
56,n,pirates,3,1398
19,n,pirates,3,1398
35,s,sharks,3,1398
28,s,pirates,3,1398
26,s,crabmonsters,3,1398
100,n,unknown,3,1398
18,s,sharks,3,1398
100,n,unknown,3,1398
82,s,water elemental,3,1398
29,n,pirates,3,1398
26,n,sharks,3,1398
